ID,Bathrooms,Bedrooms,Size/Area,Type,price_in_millions,area,area2
14884,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14885,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14886,2,2,67.0,Flat,5,Malir,Malir Town Residency
14887,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14888,2,2,67.0,Flat,5,Malir,Malir
14889,2,2,67.0,Flat,5,Malir,Malir Town Residency
14890,2,2,67.0,Flat,5,Gadap Town,Memon Goth
14891,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14892,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14893,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14894,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14895,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14896,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14897,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
14898,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
14899,6,6,500.0,House,155,DHA Defence,DHA Phase 8
14900,5,5,500.0,House,170,DHA Defence,DHA Phase 6
14901,6,6,500.0,House,180,DHA Defence,DHA Phase 6
14902,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
14903,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
14904,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
14905,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
14906,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14907,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14908,2,2,67.0,Flat,5,Malir,Malir Town Residency
14909,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14910,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14911,2,2,67.0,Flat,5,Malir,Malir Town Residency
14912,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14913,2,2,67.0,Flat,5,Malir,Malir
14914,2,2,67.0,Flat,5,Malir,Malir Town Residency
14915,2,2,67.0,Flat,5,Gadap Town,Memon Goth
14916,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14917,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14918,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14919,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14920,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14921,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14922,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
14923,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
14924,6,6,500.0,House,155,DHA Defence,DHA Phase 8
14925,5,5,500.0,House,170,DHA Defence,DHA Phase 6
14926,6,6,500.0,House,180,DHA Defence,DHA Phase 6
14927,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
14928,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
14929,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
14930,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
14931,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14932,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14933,2,2,67.0,Flat,5,Malir,Malir Town Residency
14934,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14935,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14936,2,2,67.0,Flat,5,Malir,Malir Town Residency
14937,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14938,2,2,67.0,Flat,5,Malir,Malir
14939,2,2,67.0,Flat,5,Malir,Malir Town Residency
14940,2,2,67.0,Flat,5,Gadap Town,Memon Goth
14941,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14942,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14943,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14944,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14945,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14946,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14947,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
14948,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
14949,6,6,500.0,House,155,DHA Defence,DHA Phase 8
14950,5,5,500.0,House,170,DHA Defence,DHA Phase 6
14951,6,6,500.0,House,180,DHA Defence,DHA Phase 6
14952,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
14953,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
14954,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
14955,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
14956,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14957,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14958,2,2,67.0,Flat,5,Malir,Malir Town Residency
14959,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14960,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14961,2,2,67.0,Flat,5,Malir,Malir Town Residency
14962,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14963,2,2,67.0,Flat,5,Malir,Malir
14964,2,2,67.0,Flat,5,Malir,Malir Town Residency
14965,2,2,67.0,Flat,5,Gadap Town,Memon Goth
14966,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14967,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14968,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14969,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14970,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14971,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14972,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
14973,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
14974,6,6,500.0,House,155,DHA Defence,DHA Phase 8
14975,5,5,500.0,House,170,DHA Defence,DHA Phase 6
14976,6,6,500.0,House,180,DHA Defence,DHA Phase 6
14977,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
14978,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
14979,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
14980,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
14981,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14982,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14983,2,2,67.0,Flat,5,Malir,Malir Town Residency
14984,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14985,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14986,2,2,67.0,Flat,5,Malir,Malir Town Residency
14987,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14988,2,2,67.0,Flat,5,Malir,Malir
14989,2,2,67.0,Flat,5,Malir,Malir Town Residency
14990,2,2,67.0,Flat,5,Gadap Town,Memon Goth
14991,2,2,67.0,Flat,5,Malir,Model Colony - Malir
14992,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14993,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14994,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14995,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14996,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
14997,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
14998,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
14999,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15000,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15001,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15002,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15003,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15004,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15005,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15006,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15007,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15008,2,2,67.0,Flat,5,Malir,Malir Town Residency
15009,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15010,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15011,2,2,67.0,Flat,5,Malir,Malir Town Residency
15012,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15013,2,2,67.0,Flat,5,Malir,Malir
15014,2,2,67.0,Flat,5,Malir,Malir Town Residency
15015,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15016,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15017,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15018,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15019,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15020,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15021,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15022,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15023,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15024,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15025,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15026,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15027,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15028,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15029,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15030,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15031,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15032,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15033,2,2,67.0,Flat,5,Malir,Malir Town Residency
15034,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15035,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15036,2,2,67.0,Flat,5,Malir,Malir Town Residency
15037,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15038,2,2,67.0,Flat,5,Malir,Malir
15039,2,2,67.0,Flat,5,Malir,Malir Town Residency
15040,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15041,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15042,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15043,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15044,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15045,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15046,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15047,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15048,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15049,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15050,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15051,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15052,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15053,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15054,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15055,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15056,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15057,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15058,2,2,67.0,Flat,5,Malir,Malir Town Residency
15059,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15060,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15061,2,2,67.0,Flat,5,Malir,Malir Town Residency
15062,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15063,2,2,67.0,Flat,5,Malir,Malir
15064,2,2,67.0,Flat,5,Malir,Malir Town Residency
15065,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15066,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15067,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15068,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15069,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15070,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15071,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15072,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15073,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15074,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15075,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15076,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15077,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15078,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15079,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15080,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15081,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15082,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15083,2,2,67.0,Flat,5,Malir,Malir Town Residency
15084,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15085,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15086,2,2,67.0,Flat,5,Malir,Malir Town Residency
15087,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15088,2,2,67.0,Flat,5,Malir,Malir
15089,2,2,67.0,Flat,5,Malir,Malir Town Residency
15090,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15091,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15092,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15093,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15094,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15095,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15096,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15097,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15098,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15099,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15100,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15101,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15102,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15103,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15104,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15105,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15106,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15107,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15108,2,2,67.0,Flat,5,Malir,Malir Town Residency
15109,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15110,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15111,2,2,67.0,Flat,5,Malir,Malir Town Residency
15112,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15113,2,2,67.0,Flat,5,Malir,Malir
15114,2,2,67.0,Flat,5,Malir,Malir Town Residency
15115,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15116,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15117,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15118,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15119,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15120,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15121,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15122,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15123,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15124,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15125,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15126,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15127,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15128,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15129,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15130,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15131,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15132,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15133,2,2,67.0,Flat,5,Malir,Malir Town Residency
15134,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15135,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15136,2,2,67.0,Flat,5,Malir,Malir Town Residency
15137,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15138,2,2,67.0,Flat,5,Malir,Malir
15139,2,2,67.0,Flat,5,Malir,Malir Town Residency
15140,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15141,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15142,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15143,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15144,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15145,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15146,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15147,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15148,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15149,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15150,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15151,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15152,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15153,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15154,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15155,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15156,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15157,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15158,2,2,67.0,Flat,5,Malir,Malir Town Residency
15159,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15160,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15161,2,2,67.0,Flat,5,Malir,Malir Town Residency
15162,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15163,2,2,67.0,Flat,5,Malir,Malir
15164,2,2,67.0,Flat,5,Malir,Malir Town Residency
15165,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15166,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15167,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15168,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15169,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15170,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15171,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15172,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15173,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15174,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15175,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15176,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15177,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15178,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15179,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15180,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15181,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15182,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15183,2,2,67.0,Flat,5,Malir,Malir Town Residency
15184,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15185,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15186,2,2,67.0,Flat,5,Malir,Malir Town Residency
15187,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15188,2,2,67.0,Flat,5,Malir,Malir
15189,2,2,67.0,Flat,5,Malir,Malir Town Residency
15190,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15191,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15192,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15193,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15194,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15195,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15196,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15197,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15198,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15199,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15200,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15201,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15202,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15203,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15204,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15205,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15206,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15207,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15208,2,2,67.0,Flat,5,Malir,Malir Town Residency
15209,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15210,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15211,2,2,67.0,Flat,5,Malir,Malir Town Residency
15212,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15213,2,2,67.0,Flat,5,Malir,Malir
15214,2,2,67.0,Flat,5,Malir,Malir Town Residency
15215,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15216,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15217,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15218,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15219,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15220,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15221,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15222,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15223,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15224,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15225,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15226,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15227,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15228,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15229,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15230,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15231,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15232,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15233,2,2,67.0,Flat,5,Malir,Malir Town Residency
15234,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15235,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15236,2,2,67.0,Flat,5,Malir,Malir Town Residency
15237,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15238,2,2,67.0,Flat,5,Malir,Malir
15239,2,2,67.0,Flat,5,Malir,Malir Town Residency
15240,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15241,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15242,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15243,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15244,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15245,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15246,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15247,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15248,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15249,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15250,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15251,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15252,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15253,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15254,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15255,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15256,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15257,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15258,2,2,67.0,Flat,5,Malir,Malir Town Residency
15259,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15260,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15261,2,2,67.0,Flat,5,Malir,Malir Town Residency
15262,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15263,2,2,67.0,Flat,5,Malir,Malir
15264,2,2,67.0,Flat,5,Malir,Malir Town Residency
15265,2,2,67.0,Flat,5,Gadap Town,Memon Goth
15266,2,2,67.0,Flat,5,Malir,Model Colony - Malir
15267,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15268,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15269,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15270,3,3,152.0,House,19,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15271,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
15272,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
15273,3,2,125.0,Upper Portion,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
15274,6,6,500.0,House,155,DHA Defence,DHA Phase 8
15275,5,5,500.0,House,170,DHA Defence,DHA Phase 6
15276,6,6,500.0,House,180,DHA Defence,DHA Phase 6
15277,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
15278,2,2,139.0,Flat,15,Jamshed Town,PECHS Block 2
15279,3,3,200.0,Upper Portion,27,Jamshed Town,Allama Iqbal Road
15280,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
15281,2,2,67.0,Flat,5,Malir,Model Colony - Malir
