ID,Bathrooms,Bedrooms,Size/Area,Type,price_in_millions,area,area2
4805,2,1,106.0,Flat,9,Bahria Town Karachi,Bahria Apartments
4806,5,5,500.0,House,55,Bahria Town Karachi,Bahria Hills
4807,3,3,150.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
4808,2,2,111.0,Flat,8,Federal B Area,De Comforts
4809,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 27
4810,5,5,250.0,House,30,Bahria Town Karachi,Bahria Town - Precinct 16
4811,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
4812,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 10-B
4813,5,5,500.0,House,45,Bahria Town Karachi,Bahria Town - Precinct 27-A
4814,5,5,500.0,House,45,Bahria Town Karachi,Bahria Town - Precinct 29
4815,4,4,350.0,House,26,Bahria Town Karachi,Bahria Sports City
4816,4,4,200.0,House,21,Bahria Town Karachi,Bahria Town - Precinct 10-A
4817,6,6,500.0,House,139,DHA Defence,DHA Phase 8 - Zone A
4818,6,6,500.0,House,155,DHA Defence,DHA Phase 8
4819,5,6,375.0,House,62,Cantt,Askari 5 - Sector J
4820,5,5,500.0,House,150,DHA Defence,DHA Phase 8 - Zone A
4821,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
4822,3,3,167.0,Flat,15,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 1
4825,2,2,120.0,House,8,Gadap Town,Surjani Town - Sector 6
4826,3,3,256.0,Upper Portion,25,North Nazimabad,North Nazimabad - Block N
4827,6,6,500.0,House,128,DHA Defence,DHA Phase 6
4828,5,5,500.0,House,145,DHA Defence,DHA Phase 8
4829,2,2,120.0,Lower Portion,6,Federal B Area,Federal B Area - Block 2
4830,2,2,80.0,Upper Portion,6,Federal B Area,Federal B Area - Block 2
4831,2,2,120.0,Upper Portion,8,Federal B Area,Federal B Area - Block 2
4832,2,2,690.0,Upper Portion,4,Federal B Area,Federal B Area - Block 2
4833,3,2,145.0,Upper Portion,8,Federal B Area,Federal B Area - Block 8
4834,2,2,80.0,Upper Portion,5,Federal B Area,Federal B Area - Block 8
4835,4,4,328.0,Flat,24,Bahria Town Karachi,Bahria Town - Precinct 19
4836,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
4837,3,3,250.0,Flat,19,Bahria Town Karachi,Bahria Town - Precinct 19
4838,3,3,250.0,Flat,19,Bahria Town Karachi,Bahria Town - Precinct 19
4839,3,3,250.0,Flat,19,Bahria Town Karachi,Bahria Town - Precinct 19
4840,2,2,690.0,Lower Portion,4,Federal B Area,Federal B Area - Block 2
4841,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
4842,2,2,120.0,Flat,7,Bahria Town Karachi,Bahria Heights
4843,2,2,115.0,Flat,14,DHA Defence,Bukhari Commercial Area
4845,3,3,87.0,House,10,Bahria Town Karachi,Bahria Greens
4846,5,5,500.0,House,68,Malir,Falcon Complex New Malir
4847,4,4,300.0,Upper Portion,22,North Nazimabad,North Nazimabad - Block L
4848,2,2,100.0,Upper Portion,6,North Nazimabad,North Nazimabad - Block R
4849,5,6,300.0,House,85,DHA Defence,DHA Phase 7
4850,6,6,500.0,House,113,DHA Defence,DHA Phase 5
4851,7,5,500.0,House,175,Gulshan-e-Iqbal Town,Bahadurabad
4852,4,4,300.0,House,80,DHA Defence,DHA Phase 6
4853,3,3,233.0,Flat,65,DHA Defence,Emaar Crescent Bay
4854,2,2,80.0,Upper Portion,5,Federal B Area,Federal B Area - Block 15
4855,2,2,75.0,Upper Portion,4,Federal B Area,Federal B Area - Block 2
4856,3,3,145.0,Upper Portion,9,Federal B Area,Federal B Area - Block 2
4857,6,6,600.0,House,123,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 9
4858,8,8,400.0,House,75,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 2
4859,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
4860,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
4861,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
4862,4,4,350.0,House,25,Bahria Town Karachi,Bahria Sports City
4863,5,5,522.0,House,45,Bahria Town Karachi,Bahria Paradise
4864,5,5,522.0,House,45,Bahria Town Karachi,Bahria Paradise
4865,5,5,522.0,House,45,Bahria Town Karachi,Bahria Paradise
4866,2,2,120.0,Flat,12,North Nazimabad,North Nazimabad - Block F
4867,5,5,500.0,House,70,Malir,Falcon Complex New Malir
4868,4,4,350.0,House,56,Malir,Falcon Complex New Malir
4869,3,3,286.0,Flat,32,Cantt,Askari 5
4870,2,2,120.0,Flat,9,Bahria Town Karachi,Bahria Heights
4871,2,3,183.0,Flat,50,DHA Defence,Emaar Pearl Towers
4872,1,1,54.0,Flat,4,Bahria Town Karachi,Bahria Town Karachi
4873,8,8,400.0,House,90,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-1
4874,4,5,120.0,House,20,Gadap Town,Gulshan-e-Maymar - Sector Q
4875,3,3,206.0,Flat,25,DHA Defence,DHA Phase 2 Extension
4876,6,6,300.0,House,78,DHA Defence,DHA Phase 4
4877,2,3,111.0,Flat,16,DHA Defence,Ittehad Commercial Area
4878,3,3,175.0,Flat,16,Federal B Area,Federal B Area - Block 8
4879,6,6,240.0,House,70,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D
4880,6,6,500.0,House,99,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 7
4881,8,8,400.0,House,75,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 6
4882,6,6,500.0,House,95,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 4
4883,2,2,120.0,Flat,8,Bahria Town Karachi,Bahria Heights
4884,4,5,300.0,House,80,DHA Defence,DHA Phase 4
4885,3,2,80.0,House,5,Bin Qasim Town,Shah Latif Town
4886,5,6,500.0,House,125,DHA Defence,DHA Phase 5
4887,6,7,500.0,House,98,DHA Defence,DHA Phase 7
4888,3,3,286.0,Flat,32,Cantt,Askari 5
4889,3,3,286.0,Flat,32,Cantt,Askari 5
4890,3,3,286.0,Flat,30,Cantt,Askari 5
4891,2,2,139.0,Flat,17,Malir,Saima Jinnah Avenue
4892,3,3,156.0,Flat,16,Cantt,Saima Presidency
4893,3,3,256.0,Flat,25,Malir,Saima Jinnah Avenue
4894,2,2,150.0,Flat,10,Saadi Road,Tulip Tower
4895,4,4,300.0,Flat,18,Scheme 33,Lateef Duplex Luxuria
4896,3,3,167.0,Flat,22,Clifton,Clifton - Block 1
4897,5,5,377.0,House,62,Cantt,Askari 5 - Sector J
4898,5,5,500.0,House,35,Bahria Town Karachi,Bahria Paradise
4899,4,4,100.0,House,38,DHA Defence,DHA Phase 7
4900,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
4901,6,6,240.0,House,67,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 5
4902,3,3,267.0,Flat,26,Rashid Minhas Road,Lucky One Apartment
4903,4,5,350.0,House,56,Malir,Falcon Complex New Malir
4904,3,3,200.0,Upper Portion,18,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 3-A
4905,3,3,200.0,Upper Portion,18,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 1
4906,3,3,300.0,Flat,32,Cantt,Askari 5 - Sector J
4907,3,3,286.0,Flat,30,Cantt,Askari 5
4908,3,3,300.0,Flat,30,Cantt,Askari 5 - Sector J
4909,3,3,152.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
4910,3,3,152.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
4911,3,3,183.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 11-A
4912,3,3,183.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 11-A
4913,3,3,183.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 11-A
4914,2,3,144.0,Flat,13,Cantt,Saima Presidency
4915,2,2,120.0,Flat,9,Malir,Falaknaz Presidency
4916,3,4,244.0,Flat,32,Malir,Saima Jinnah Avenue
4917,2,2,115.0,Flat,10,Scheme 33,Alaska Residency
4918,3,3,250.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 30
4919,4,3,350.0,House,22,Bahria Town Karachi,Bahria Sports City
4920,3,4,200.0,Flat,36,Khaliq-uz-Zaman Road,Khaliq-uz-Zaman Road
4921,2,2,83.0,Flat,4,North Karachi,North Karachi
4922,5,7,272.0,House,56,Bahria Town Karachi,Bahria Town - Overseas Block
4923,4,4,80.0,House,11,Malir,Anwar-e-Ibrahim
4924,4,5,350.0,House,26,Bahria Town Karachi,Bahria Town - Precinct 35
4925,2,3,128.0,Flat,10,Bahria Town Karachi,Bahria Town - Precinct 10-A
4926,2,2,120.0,Flat,10,Scheme 33,Noman Residencia
4927,6,5,120.0,House,21,Shah Faisal Town,Shah Faisal Town
4928,4,4,100.0,House,16,Malir,Model Colony - Malir
4929,2,3,100.0,House,13,Malir,Model Colony - Malir
4930,4,5,135.0,House,20,Malir,Model Colony - Malir
4931,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
4932,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
4933,3,3,200.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 10-A
4934,3,3,200.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 10-A
4935,3,3,200.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 10-A
4936,3,3,200.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 11-A
4937,3,3,200.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 11-A
4938,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
4939,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
4940,6,7,500.0,House,92,DHA Defence,DHA Phase 6
4941,6,6,666.0,House,130,DHA Defence,DHA Phase 7
4942,3,3,286.0,Flat,34,Cantt,Askari 5
4943,5,5,375.0,House,63,Cantt,Askari 5 - Sector J
4944,4,4,120.0,House,53,DHA Defence,DHA Phase 8
4945,3,3,289.0,Flat,32,Cantt,Askari 5
4946,2,3,106.0,Flat,16,DHA Defence,Ittehad Commercial Area
4947,2,3,120.0,House,16,Scheme 33,Saadi Town - Block 5
4948,5,5,500.0,House,125,DHA Defence,DHA Phase 8
4949,2,3,167.0,Flat,13,Bahria Town Karachi,Bahria Town - Precinct 10-A
4950,4,5,120.0,House,24,Malir,Model Colony - Malir
4951,7,7,210.0,House,21,Malir,Model Colony - Malir
4952,7,7,200.0,House,38,Malir,Model Colony - Malir
4953,3,3,152.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
4955,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
4956,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
4957,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
4958,4,4,500.0,House,85,DHA Defence,DHA Phase 7
4959,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
4960,3,3,250.0,Flat,20,Bahria Town Karachi,Bahria Town - Precinct 19
4961,4,4,328.0,Flat,25,Bahria Town Karachi,Bahria Town - Precinct 19
4962,3,3,200.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 11-A
4963,5,5,500.0,House,73,Cantt,Askari 5 - Sector G
4964,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
4965,4,4,175.0,Flat,14,Bahria Town Karachi,Bahria Town Karachi
4966,3,3,139.0,Flat,12,Bahria Town Karachi,Bahria Town Karachi
4967,3,3,189.0,Flat,34,Clifton,Clifton
4968,4,4,233.0,Flat,45,Tariq Road,The Park View
4969,3,3,178.0,Flat,30,Clifton,Clifton - Block 3
4970,5,6,350.0,House,95,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz
4971,3,3,272.0,Flat,22,Bahria Town Karachi,Bahria Town - Precinct 10-A
4972,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
4973,5,6,250.0,House,38,Bahria Town Karachi,Bahria Town - Precinct 1
4974,4,5,350.0,House,25,Bahria Town Karachi,Bahria Town - Precinct 35
4976,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 10-A
4977,3,3,200.0,House,21,Bahria Town Karachi,Bahria Town - Precinct 10-A
4978,3,3,152.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 11-A
4979,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
4980,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
4981,3,3,67.0,House,4,Bahria Town Karachi,Bahria Town Karachi
4982,6,6,400.0,House,45,Scheme 33,Saadi Town
4983,2,2,100.0,Flat,6,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 18
4984,7,8,600.0,House,150,DHA Defence,DHA Phase 6
4985,6,6,400.0,House,68,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 3
4986,3,3,178.0,Flat,12,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 17
4987,3,3,167.0,Flat,9,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 13
4988,1,1,56.0,Flat,4,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 12
4989,5,5,75.0,House,62,North Nazimabad,North Nazimabad - Block B
4990,5,7,500.0,House,135,DHA Defence,DHA Phase 6
4991,5,5,300.0,House,73,DHA Defence,DHA Phase 7 Extension
4992,2,2,83.0,Flat,7,Bahria Town Karachi,Bahria Town - Precinct 10-A
4993,3,3,125.0,House,14,Bahria Town Karachi,Bahria Town - Precinct 15
4995,3,3,125.0,House,14,Bahria Town Karachi,Bahria Town - Precinct 14
4996,3,3,200.0,House,27,Bahria Town Karachi,Bahria Town - Precinct 2
4997,2,2,120.0,Flat,12,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/B
4998,2,2,94.0,Flat,7,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/A
4999,2,2,111.0,Flat,9,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/A
5000,4,4,240.0,Upper Portion,27,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 5
5001,2,2,83.0,Flat,6,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/A
5002,3,3,167.0,Flat,19,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 20
5003,3,3,150.0,Flat,14,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 2
5004,3,3,144.0,Flat,8,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/D-3
5005,3,3,156.0,Flat,14,Scheme 33,Rafi Premier Residency
5006,2,2,83.0,Flat,9,Scheme 33,Rafi Premier Residency
5007,5,5,500.0,House,55,Bahria Town Karachi,Bahria Hills
5008,5,5,500.0,House,41,Bahria Town Karachi,Bahria Paradise
5009,4,4,125.0,House,14,Bahria Town Karachi,Bahria Town - Ali Block
5010,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5011,4,4,278.0,Flat,63,DHA Defence,Emaar Coral Towers
5012,6,6,500.0,House,89,DHA Defence,DHA Phase 6
5013,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
5014,4,4,267.0,Flat,21,Cantt,Saima Presidency
5015,4,3,250.0,House,34,Bahria Town Karachi,Bahria Town - Precinct 6
5016,3,3,235.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 27
5017,3,3,125.0,House,13,Bahria Town Karachi,Bahria Town - Precinct 10
5018,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5019,4,4,328.0,Flat,65,DHA Defence,Emaar Coral Towers
5021,3,3,144.0,Flat,13,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 13/A
5022,3,3,240.0,Upper Portion,23,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 2
5023,2,4,183.0,Flat,45,DHA Defence,Emaar Crescent Bay
5024,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
5025,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
5026,2,2,120.0,Flat,10,Bahria Town Karachi,Bahria Heights
5027,2,2,106.0,Flat,7,Bahria Town Karachi,Bahria Apartments
5028,3,4,250.0,Flat,20,Bahria Town Karachi,Bahria Apartments
5029,4,4,125.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 12
5030,3,3,249.0,Flat,30,Cantt,Askari 5
5031,5,5,250.0,House,30,Bahria Town Karachi,Bahria Town - Precinct 16
5032,6,6,500.0,House,88,DHA Defence,DHA Phase 6
5033,6,6,500.0,House,85,DHA Defence,DHA Phase 7
5034,5,5,500.0,House,91,DHA Defence,DHA Phase 5
5035,6,6,240.0,House,35,Scheme 33,Saadi Town
5036,4,4,400.0,Lower Portion,34,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 14
5038,6,6,500.0,House,145,DHA Defence,DHA Phase 5
5039,3,3,200.0,Upper Portion,18,North Nazimabad,North Nazimabad - Block H
5040,3,3,189.0,Flat,24,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 17
5041,2,2,75.0,Flat,4,Scheme 33,Malik Co-operative Housing Society
5042,3,3,183.0,Flat,14,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 10
5043,7,8,240.0,House,38,Malir,Model Colony - Malir
5044,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
5045,3,3,250.0,Flat,20,Bahria Town Karachi,Bahria Town - Precinct 19
5046,4,4,328.0,Flat,25,Bahria Town Karachi,Bahria Town - Precinct 19
5047,2,2,106.0,Flat,9,Bahria Town Karachi,Bahria Town - Precinct 19
5048,2,2,120.0,Flat,11,Bahria Town Karachi,Bahria Heights
5049,5,6,467.0,Flat,75,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz
5050,4,4,350.0,House,26,Bahria Town Karachi,Bahria Town - Precinct 35
5051,5,5,377.0,House,62,Cantt,Askari 5 - Sector J
5052,3,3,286.0,Flat,32,Cantt,Askari 5
5053,3,3,156.0,Flat,14,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 7
5055,3,3,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5056,5,5,500.0,House,71,Malir,Falcon Complex New Malir
5057,5,5,500.0,House,50,Bahria Town Karachi,Bahria Paradise - Precinct 51
5058,5,5,500.0,House,45,Bahria Town Karachi,Bahria Paradise - Precinct 51
5059,2,2,115.0,Flat,14,Bahria Town Karachi,Bahria Town - Precinct 19
5060,2,2,115.0,Flat,15,Bahria Town Karachi,Bahria Town - Precinct 19
5061,3,3,189.0,Flat,24,Bahria Town Karachi,Bahria Town - Precinct 19
5062,2,2,94.0,Flat,12,Bahria Town Karachi,Bahria Town - Precinct 19
5063,5,6,467.0,Flat,95,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz
5064,6,6,120.0,House,22,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 16-A
5065,3,4,233.0,Flat,41,KDA Scheme 1,KDA Scheme 1
5066,4,5,300.0,Flat,46,Gulistan-e-Jauhar,Askari 4
5067,6,7,400.0,House,65,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 20
5068,2,2,120.0,Flat,9,Bahria Town Karachi,Bahria Heights
5069,3,3,235.0,House,24,Bahria Town Karachi,Bahria Town - Precinct 31
5070,7,8,240.0,House,38,Gulshan-e-Iqbal Town,Gulshan-e-Jamal
5071,5,5,427.0,House,69,Cantt,Askari 5 - Sector H
5072,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
5073,4,4,350.0,House,24,Bahria Town Karachi,Bahria Sports City
5074,5,5,375.0,House,63,Cantt,Askari 5 - Sector J
5075,4,4,350.0,House,24,Bahria Town Karachi,Bahria Town - Precinct 35
5076,4,4,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5077,3,3,130.0,Flat,5,Federal B Area,Federal B Area - Block 8
5079,8,6,400.0,House,64,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 15
5080,3,3,240.0,House,57,Gulistan-e-Jauhar,Gulistan-e-Jauhar - Block 15
5081,3,3,125.0,House,17,Bahria Town Karachi,Bahria Town - Ali Block
5082,4,4,350.0,House,25,Bahria Town Karachi,Bahria Town - Precinct 35
5083,2,2,101.0,Flat,13,Bahria Town Karachi,Bahria Town - Precinct 19
5084,2,2,128.0,Flat,8,Scheme 33,Noman Residencia
5085,2,2,128.0,Flat,8,Scheme 33,Noman Residencia
5086,3,4,217.0,Flat,30,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 16
5087,5,6,500.0,House,150,DHA Defence,DHA Phase 8 - Zone A
5088,3,3,167.0,Flat,27,Frere Town,Frere Town
5089,2,2,100.0,Flat,8,P & T Colony,P & T Colony
5090,3,3,152.0,House,16,Bahria Town Karachi,Bahria Town - Precinct 11-B
5091,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
5092,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5093,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
5094,3,3,235.0,House,17,Bahria Town Karachi,Bahria Town - Precinct 31
5095,3,3,75.0,House,10,Bahria Town Karachi,Bahria Greens
5096,6,6,500.0,House,140,DHA Defence,DHA Phase 8
5097,5,5,56.0,House,102,DHA Defence,DHA Phase 5
5098,5,5,500.0,House,73,Malir,Falcon Complex New Malir
5099,4,6,120.0,House,19,Gadap Town,Gulshan-e-Maymar
5100,2,2,80.0,Flat,8,DHA Defence,Badar Commercial Area
5101,3,3,125.0,House,17,Bahria Town Karachi,Bahria Town - Precinct 12
5102,6,6,240.0,House,37,Gadap Town,Gulshan-e-Maymar - Sector T
5103,2,2,115.0,Flat,9,Bahria Town Karachi,Bahria Town Karachi
5104,1,1,54.0,Flat,4,Bahria Town Karachi,Bahria Town Karachi
5105,2,2,106.0,Flat,11,DHA Defence,DHA Phase 6
5106,2,2,75.0,Flat,4,Gohar Green City,Gohar Green City
5107,4,4,100.0,House,39,DHA Defence,DHA Phase 7 Extension
5108,2,2,106.0,Flat,12,DHA Defence,Bukhari Commercial Area
5109,4,4,350.0,House,26,Bahria Town Karachi,Bahria Sports City
5110,1,1,21.0,Flat,2,Bahria Town Karachi,Bahria Town Karachi
5111,2,2,56.0,Flat,3,Bahria Town Karachi,Bahria Town Karachi
5112,2,2,120.0,Flat,13,Bahria Town Karachi,Bahria Heights
5113,4,4,350.0,House,26,Bahria Town Karachi,Bahria Sports City
5114,2,2,100.0,Flat,8,Gizri,Lower Gizri
5115,6,7,500.0,House,140,DHA Defence,DHA Phase 8 - Zone B
5116,2,2,100.0,Upper Portion,12,Jamshed Town,PECHS Block 2
5117,5,5,375.0,House,62,Cantt,Askari 5 - Sector J
5118,3,3,286.0,Flat,32,Cantt,Askari 5
5119,5,5,377.0,House,72,Cantt,Askari 5 - Sector H
5120,3,3,286.0,Flat,33,Cantt,Askari 5
5121,3,3,286.0,Flat,32,Cantt,Askari 5
5122,4,5,120.0,House,20,Scheme 33,Saadi Town - Block 5
5123,3,3,144.0,Flat,14,Gulshan-e-Iqbal Town,Gulshan-e-Iqbal - Block 10-A
5124,2,2,197.0,Flat,78,DHA Defence,DHA Phase 8
5125,5,5,250.0,House,30,Bahria Town Karachi,Bahria Town - Precinct 16
5126,2,2,50.0,Flat,2,Korangi,Allahwala Town
5127,4,4,350.0,House,26,Bahria Town Karachi,Bahria Sports City
5128,4,4,350.0,House,25,Bahria Town Karachi,Bahria Town - Precinct 35
5129,2,2,106.0,Flat,12,DHA Defence,Bukhari Commercial Area
5130,2,2,106.0,Flat,12,DHA Defence,Rahat Commercial Area
5132,4,5,500.0,House,120,DHA Defence,DHA Phase 8
5133,2,2,75.0,Flat,4,North Karachi,North Karachi - Sector 7-D/2
5134,2,2,100.0,Upper Portion,12,Jamshed Town,PECHS Block 2
5135,3,3,222.0,Flat,45,DHA Defence,DHA Phase 8
5136,4,4,100.0,House,50,DHA Defence,DHA Phase 8
5137,2,3,260.0,Flat,80,DHA Defence,Emaar Panorama
5138,3,4,350.0,Flat,93,DHA Defence,Emaar Panorama
5139,4,4,75.0,House,11,Bahria Town Karachi,Bahria Greens
5140,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
5141,3,3,200.0,House,26,Bahria Town Karachi,Bahria Town - Quaid Villas
5142,3,4,125.0,House,16,Bahria Town Karachi,Bahria Town - Ali Block
5143,4,5,350.0,House,26,Bahria Town Karachi,Bahria Town - Precinct 35
5144,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
5145,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 31
5146,4,4,350.0,House,24,Bahria Town Karachi,Bahria Town - Precinct 35
5147,6,6,233.0,House,56,North Nazimabad,North Nazimabad - Block L
5149,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
5150,2,2,106.0,Flat,10,Bahria Town Karachi,Bahria Apartments
5151,2,2,106.0,Upper Portion,9,North Nazimabad,North Nazimabad - Block D
5153,2,2,106.0,Upper Portion,8,North Nazimabad,North Nazimabad - Block Q
5154,3,3,115.0,Upper Portion,9,North Nazimabad,North Nazimabad - Block Q
5155,5,6,500.0,House,120,DHA Defence,DHA Phase 8
5156,4,4,350.0,House,24,Bahria Town Karachi,Bahria Town - Precinct 35
5157,5,5,500.0,House,44,Bahria Town Karachi,Bahria Paradise - Precinct 51
5158,2,2,120.0,Flat,12,Bahria Town Karachi,Bahria Heights
5159,2,2,106.0,Flat,10,Bahria Town Karachi,Bahria Apartments
5160,4,4,328.0,Flat,28,Bahria Town Karachi,Bahria Apartments
5161,5,5,500.0,House,48,Bahria Town Karachi,Bahria Paradise - Precinct 51
5162,3,3,235.0,House,22,Bahria Town Karachi,Bahria Town - Precinct 27
5163,3,3,235.0,House,20,Bahria Town Karachi,Bahria Town - Precinct 31
5164,5,5,500.0,House,43,Bahria Town Karachi,Bahria Paradise - Precinct 51
5165,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Town - Precinct 19
5166,6,7,500.0,House,136,DHA Defence,DHA Phase 5
5167,3,3,300.0,Flat,132,DHA Defence,Emaar The Views
5168,2,2,106.0,Flat,8,Bahria Town Karachi,Bahria Apartments
5169,2,2,94.0,Flat,8,Bahria Town Karachi,Bahria Town Karachi
5170,3,3,139.0,Flat,12,Bahria Town Karachi,Bahria Town Karachi
5171,4,4,175.0,Flat,14,Bahria Town Karachi,Bahria Town Karachi
5173,4,4,350.0,House,26,Bahria Town Karachi,Bahria Sports City
5174,3,3,235.0,House,18,Bahria Town Karachi,Bahria Town - Precinct 27
5176,5,6,500.0,House,105,DHA Defence,DHA Phase 6
5177,3,3,189.0,Flat,22,Clifton,Clifton - Block 7
5178,2,2,111.0,Flat,18,Clifton,Clifton - Block 5
5179,4,4,267.0,Flat,38,Clifton,Clifton - Block 2
5180,4,4,350.0,House,28,Bahria Town Karachi,Bahria Town - Precinct 35
5181,3,3,200.0,House,27,Bahria Town Karachi,Bahria Town - Quaid Villas
5182,3,3,200.0,House,21,Bahria Town Karachi,Bahria Town - Precinct 10-A
5183,3,3,235.0,House,19,Bahria Town Karachi,Bahria Town - Precinct 27
5184,3,3,152.0,House,20,Bahria Town Karachi,Bahria Homes - Iqbal Villas
5185,3,3,152.0,House,19,Bahria Town Karachi,Bahria Town - Precinct 11-B
5186,2,2,133.0,Flat,11,Bahria Town Karachi,Bahria Town Karachi
